train loss,validation loss
-2.4927842916700573,-1.6342172016143799
-1.4103109158409965,-1.0574472332000733
-0.8424077943536971,-0.8375274643182754
-0.3892599658780628,-0.0637698578596115
-0.024465974871317544,-0.25295134031772615
0.20678911140494877,0.5733949716567993
0.46396916853057013,-0.11331421422958374
0.62278319934739,0.71207938849926
0.8687148243731923,0.8204037368297576
0.9689659462478426,0.5414690560102463
1.127273999012841,1.4529201287269593
1.2135912472089132,1.1468414609909057
1.3113696790297826,1.4273822141647339
1.4228269271241294,1.4431325559616088
1.5292515547646417,1.6661766845703125
1.6046312858316634,0.8454754144668579
1.6569197809007432,1.8000441371917724
1.7371964909924402,-0.064094753074646
1.7470418771187464,1.6634530730247497
1.8123780660867692,1.8072976043701172
1.8654746519088745,1.645143339395523
1.8860873103777567,1.9430927173614503
1.9212841949144999,1.6984640734672547
2.0088691058953603,1.2075168783426284
2.041226423109902,1.6689676315307618
2.077854075792101,1.7717201196670531
2.1762850841522217,2.3416015228271485
2.167307764222887,2.159201279449463
2.2340622695498995,1.6315140197753906
2.2205868741671244,2.0716194509506227
2.289901648945279,2.3245427932739258
2.311405161327786,2.054232660102844
2.2755644906838737,2.163481404685974
2.35448778819508,2.666890877532959
2.364426229127248,2.5483518424987794
2.4230558536688487,2.3354424018859863
2.4242929532051085,2.018074928474426
2.446367165544298,2.6030017349243164
2.5025569012853834,2.2483003776550294
2.5179521593756147,2.658842939376831
2.5438119573699103,2.899395674133301
2.5545768822987873,1.94636943359375
2.598942208067576,2.706853556060791
2.641360795741611,2.671875737762451
2.649406456724803,2.565108834075928
2.646865338844723,2.550163185119629
2.682320284811656,1.9439411293029785
2.6720230768468647,2.7723823249816895
2.7236852534188163,2.416069337463379
2.7432631012121838,3.1926712715148926
2.755318954488966,3.027673388671875
2.7743602009455364,2.807444622039795
2.8230957732306585,2.9875869651794433
2.846910194015503,2.602846653366089
2.8229061767790053,2.8448642524719236
2.8670183604770236,3.2181708717346194
2.869020987478892,3.152547029876709
2.9108783421145543,3.1148957038879392
2.9667182637108698,3.1838619567871094
2.9370177014668783,3.2929460510253907
3.0018092056539323,2.846462296295166
