train loss,validation loss
2.7440324964841207,3.129422777557373
2.7449301472769845,1.807369323682785
2.71945481906467,2.226361743927002
2.7034644585079617,2.1116741287231444
2.767780370203654,2.989055411529541
2.757583717091878,2.4408060689926145
2.733555677901374,3.089176057434082
2.74651974773407,2.5265146625518797
2.74286768989563,2.8730562023162842
2.7696182233810425,2.464622146987915
2.7712880806181164,2.1005312747955323
2.778890375412835,2.935768891906738
2.7654337385177614,2.8217948482513426
2.7888470707151627,2.0855730091094973
2.7880865860409205,2.8342117584228514
2.8263915648142497,3.0164463134765627
2.8085053906546698,2.850383484649658
2.8461587891578675,2.788135583114624
2.8468755889044868,3.041511587524414
2.8039662197007074,3.0935399307250977
2.833118263996972,3.013401412963867
2.8225462414423625,3.129907684326172
2.8433419494840835,2.4839140628814698
2.8725198618147108,2.8190116806030274
2.8722241581810843,3.2872077964782713
2.8847059544563294,3.1524973876953126
2.8475226554234823,2.793069226074219
2.8808493458006117,2.8785601444244384
2.8728515885353088,2.9739754192352295
2.887563210487366,3.139666633224487
2.899297166273329,2.731060065460205
2.86960813331604,3.1832583503723146
2.885452917628818,3.2913362678527833
2.9101365850024754,3.021468249511719
2.9104415503607854,3.172110032272339
2.909328943517473,2.7800306076049806
2.9257081675635446,2.7790081436157226
2.933727827919854,3.2647830368041992
2.9981014054404365,2.8589373584747313
2.9543224862204656,3.33324522857666
2.9659511462317574,3.249459578704834
2.9843696794721817,3.2056374038696287
2.930879201867845,2.811651852416992
2.944290312576294,3.273892427062988
2.9807572914123535,3.0592607711791993
2.967921727869246,2.9938370536804197
2.97885719833374,2.8397159816741944
2.980040559217665,1.9852845316886902
2.9892665712992352,3.127424501800537
3.0341456141153973,2.9898275413513185
2.9885454272588095,2.9456032272338866
3.021835980521308,3.17353335647583
3.0060567927466497,3.0466964111328125
3.012263514667087,3.0452658237457277
2.990620547803243,3.026447869873047
3.0554237577226426,2.384854051589966
3.033726886452569,2.978096035003662
3.0572421006096735,3.0459033920288086
2.9916262714650896,3.5015835502624513
2.9982869032965764,3.118249435043335
3.067897900644938,3.0369417404174803
3.0406781372388205,3.126581340789795
3.050871990712484,3.159385302734375
3.059479978391859,3.443996469116211
3.062769032775031,3.1551413108825686
3.099577370410495,2.9520324157714843
3.05309032681783,2.7041936010360716
3.08716789449056,3.349542558288574
3.0931624153561064,3.303556078338623
3.062045959599813,2.8532270648956297
3.0667200538635253,3.1526651794433596
3.0830466325653925,2.9950770942687988
3.0887500036663478,2.7797988819122312
3.1314141401926676,3.0492847137451173
3.0770558213975696,3.1263991020202635
3.1210032111697728,2.2990346935272217
3.095552425342136,2.773894384765625
3.1376248633490667,2.959019627761841
3.117997905943129,3.3603352424621584
3.1613785458458796,3.38423595123291
3.1403299496862624,3.1406650619506835
3.1275210391892325,3.046503515625
3.159262917285495,3.5358711891174317
3.1563919380611845,3.346956982421875
3.1165400900946723,3.029398416900635
3.1698187648773195,3.4886999061584474
3.166561687850952,3.211684740447998
3.1829844175126816,2.787911578369141
3.165921061706543,3.1889805335998536
3.1201149774339463,3.1957411808013916
3.194066466140747,3.4800016555786133
3.14561959906684,2.309493034744263
3.195053726853265,3.347375495147705
3.2149791205300224,3.3553835678100588
3.2204071224212645,3.390213628387451
3.2134661229451496,3.3866255340576172
3.2088192736731633,3.5815725555419924
3.21941917008294,2.651887725830078
3.2394855041715833,3.462239514160156
3.223476386896769,3.3319442405700683
3.2247627913369072,2.794286363220215
3.180932921324836,3.383176947784424
3.2745479481167266,2.811692504501343
3.2307412363900077,3.1942037590026855
3.237796635055542,3.3913058601379396
3.2233596707238092,3.228402946472168
3.226326087485419,2.862877906799316
3.210104311582777,3.169582028579712
3.2500061457739937,3.4466555534362793
3.2398200534237755,3.4254184562683108
3.215800639851888,3.495058078765869
3.257440506278144,2.9581118888854983
3.2409742109298705,3.203617504119873
3.287857913547092,3.38590110168457
3.2578024039798312,2.7664623100280763
3.2845931302812366,3.4736545600891113
3.2367035625881617,3.3527949760437012
3.2484862440692055,3.2256425559997557
3.280694353421529,3.3374683197021486
3.2703497344122994,3.5042975914001464
3.2799501636505126,3.5593607498168947
3.2949272140079073,3.392823165893555
3.3169645125283136,3.449486767578125
3.322918824598524,3.646591237640381
3.3036526036580405,3.1328767700195312
3.3319055148654515,3.1964068977355957
3.2972449235280354,2.6968989196777344
3.27361898405287,3.1090325790405275
3.350105260573493,3.1326129386901855
3.344921807776557,3.2095365367889404
3.31713187406328,3.2656742725372316
3.3277310568385654,3.3963584396362303
3.340962784576416,3.650958052825928
3.3176207641177706,2.4940660537719728
3.33247477200826,3.4834922019958494
3.29762211250729,3.7008325302124025
3.291940961106618,2.756958511352539
3.36099908358256,3.541113883972168
3.3120721901204853,3.3023483680725096
3.366300405078464,2.961829850769043
3.3171856022728816,3.559415468597412
3.381836899354723,3.168225149536133
3.379076443248325,3.2280082595825195
3.3834793428209093,3.72132181930542
3.3990900733735825,3.445558531188965
3.379624523523119,3.301562879180908
3.3630153085920544,3.5810450912475584
3.364273320558336,3.4597752830505373
3.4112081002553305,3.82398955078125
3.3816011610243057,3.655234256744385
3.341541972181532,3.094908388137817
3.3976790450202095,3.6223382041931154
3.378802271058824,3.344653535461426
3.4079249611748588,3.771982402801514
3.3929655685424804,3.5199485816955565
3.3859145081837974,3.667151530456543
3.362766995832655,3.3886282676696777
3.3764763359069825,3.7035425743103025
3.460984894265069,3.403591595840454
3.403599643580119,3.4132244522094726
3.3837790633307563,3.6873644927978515
3.407086513985528,3.570106092071533
3.4056662389331396,3.214478540802002
3.402940539508396,3.3739144340515135
3.425575388463338,3.2670532249450686
3.4505910082499187,3.3505613494873048
3.4303729081895615,3.6022932090759276
3.4207752008226184,3.509400736999512
3.441487003114488,3.654391106414795
3.4135072387695313,2.8921927169799804
3.4288036048465305,3.718648622894287
3.4592784523010254,3.6134770706176758
3.4740479360368517,3.505630197143555
3.4683990395439994,3.693107162475586
3.4365588939878675,2.7679938819885255
3.475031624815199,3.2470841873168945
3.4575438592274983,3.3934600463867186
3.484173755645752,3.487064714050293
3.4420827803717717,2.915868827056885
3.43806121796502,2.9143333351135254
3.4808939196268716,3.4101475486755373
3.493272093454997,3.4702102928161622
3.4742813077926638,3.8114023696899415
3.4864242712232802,3.2013721611022947
3.4439965400271944,3.4728801193237304
3.497545516035292,3.595624137878418
3.476322580549452,2.9061614700317384
3.4683417290581597,3.5286758987426756
3.5015876535203723,3.875601480102539
3.5073978983985055,3.610916110229492
3.4953398512098524,3.3676599502563476
3.477675872993469,3.462783624267578
3.4612619273291694,3.658395575714111
3.5068291500515407,3.7011175506591796
3.4832402793036565,3.4160959350585935
3.4909248743269177,2.86812568321228
3.5206609802246094,3.5078812644958495
3.5320956210666234,3.5318679275512697
3.4925214226192898,3.0336697929382326
3.4893319913228353,3.3474385856628417
3.5166909882439508,3.8083575828552245
3.515850286992391,3.5006687812805177
3.506228619257609,3.6514316062927246
3.545178643459744,3.611079441833496
3.5418621363745797,3.1873784172058106
3.510307945802477,3.5928153228759765
3.504896676211887,3.324806449890137
3.568567819934421,3.282113185119629
3.5156854056040445,3.6908672172546386
3.5199323507097033,3.8464923606872556
3.527202969953749,3.364875496673584
3.5733092652638754,3.5716198211669923
3.5494548452589245,3.413459878540039
3.563499540032281,3.095082147216797
3.5653535260094538,3.8952124641418457
3.5670156769858465,3.729836817932129
3.5918330362108017,3.790265110015869
3.581616574520535,3.57370055770874
3.5846501421610513,3.189023358154297
3.540395883348253,3.450716047668457
3.5534034180111354,3.5684826889038086
3.5778253084394667,3.6728635749816894
3.540121140882704,3.7539749961853026
3.583071470472548,3.8736276626586914
3.579108426411947,3.236673095703125
3.580742104381985,3.0877676334381103
3.5548097815619575,3.8584178718566893
3.5386892260233562,3.6535275115966797
3.5839530394236245,3.2857852798461913
3.5296935515085854,3.1433327911376954
3.5899064362843833,3.090323483276367
3.5159071258968777,3.3010735427856446
3.6198919822269016,3.5229938484191896
3.5791718894110787,4.011954219055176
3.572323092948066,3.594203783416748
3.57990975733863,3.7128277015686035
3.5959959241655137,3.4528238128662108
3.634190062925551,3.6988824295043945
3.619586912536621,3.7650873085021974
3.5824184241400823,3.793591393280029
3.5604345895555283,3.838566297912598
3.602733814716339,3.4983222145080566
3.557703275733524,3.5590544578552246
3.603520533413357,4.096507595062256
3.592144863594903,3.6567175048828124
3.6523603492101033,3.225072872924805
3.6182692907121448,3.9068998390197756
3.6343199747721355,4.002766546630859
3.618005041164822,3.4126439903259276
3.664160875066121,3.7450457649230957
3.6103309338463676,3.7787149475097657
3.6452513767666286,3.174740151977539
3.5987850843641493,3.6743953895568846
3.609982372495863,3.634905637359619
3.6355082477993435,3.657366240692139
3.615539320119222,3.380902699279785
3.638527736451891,3.6815769821166993
3.665415086491903,3.5029053855895995
3.6341486381530763,3.6680355430603027
3.650352594460381,3.372366032409668
3.6224619739956325,4.029920114135742
3.6230307737986247,4.075779121398925
3.648959076436361,3.67565767288208
3.6672749506208633,3.6278429809570314
3.64994376733568,4.146818981933594
3.638235580613878,3.9633488639831542
3.6662322017245823,4.04167498626709
3.671500724114312,3.9796598342895506
3.6377369636535644,3.7541795120239256
3.6620930209265814,4.125296469116211
3.614593489583333,3.7828093437194825
3.619835645357768,3.6681671569824217
3.6728025010002985,4.004425401306152
3.6779178057776556,2.8819286094665526
3.6586289064195423,3.6813437744140627
3.72318257522583,3.5527928550720214
3.631744677649604,3.934151434326172
3.7095930258433025,3.8613436363220215
3.6914225870344373,3.9354524894714356
3.7082805363972984,3.7905895935058593
3.708449793073866,3.719252774810791
3.6877840506235757,2.93099147605896
3.6590948490566677,3.7767998161315917
3.712923948457506,3.925948802947998
3.7109680621676975,2.86286845703125
3.701556624009874,3.824877926635742
3.675036286332872,3.6064448432922362
3.703527917438083,3.527800061035156
3.6825479274749755,3.823357154083252
3.694454627778795,3.6877748100280763
3.715881249194675,3.5989117599487304
3.7258563739352755,3.956870142364502
3.7134979976230196,3.6488407051086424
3.6978882802327475,3.8669460281372072
3.725848334333632,3.967523390197754
3.7181598411560057,3.657411408996582
3.70323547261556,3.3434884330749512
3.706620569864909,3.9219135818481443
3.7298749652438694,3.566209722900391
3.690408010143704,3.8485896774291994
3.713972006225586,2.5639224464416506
3.672663270568848,4.011736064147949
3.738595001135932,3.6730298774719237
3.725680733066135,3.7889227096557616
3.7147754554748533,3.820992185974121
3.767759083726671,3.7014490036010743
3.731368881405724,4.079897631072998
3.7228167996724446,2.634104362487793
3.7733372102949354,3.579784589004517
3.743771715121799,3.6315295822143554
3.7280526799519857,3.6872600608825685
3.7633372365739612,3.966062313079834
3.747727223163181,3.5968253173828124
3.733342444313897,4.056188465118408
3.7031568755255804,3.569529737854004
