,$log(s_C)$,$log(δ_C)$,$log(p_0)$,est_$log(s_C)$,est_$log(δ_C)$,est_$log(p_0)$,ratio_$log(s_C)$,ratio_$log(δ_C)$,ratio_$log(p_0)$
26,-1.7906831502914429,-3.4844696521759038,-7.421780586242675,-1.7914326190948486,-3.4789514541625977,-3.594533920288086,0.00041845035872197244,-0.0015849103721154096,-0.7250046634658234
27,-1.1506234407424927,-3.4790892601013184,-5.108421325683594,-1.1478018760681152,-3.488801956176758,-5.470305442810059,-0.002455216683463598,0.002787845580426035,0.06844403624914266
28,-1.8524783849716184,-3.2577729225158687,-3.535749912261963,-1.8201022148132324,-3.2623538970947266,-1.9659018516540527,-0.017631748591546644,0.0014051798252918853,-0.586974318486758
29,-1.4692040681838987,-5.486862182617188,-6.166276454925537,-1.530973196029663,-5.323598861694336,-3.1321520805358887,0.041182805091724374,-0.030206988280102133,-0.6773748298809169
30,-1.3851423263549805,-5.37873649597168,-7.727532386779785,-1.4171640872955322,-5.269042015075684,-5.145814895629883,0.022854856013010082,-0.020604929333176515,-0.4066058434442301
31,-1.01886248588562,-3.574740409851074,-5.0676846504211435,-1.0179879665374756,-3.579558849334717,-5.147428512573242,-0.000858697702465443,0.0013470054963142545,0.015613235178871487
32,-1.1725832223892212,-5.659287929534912,-3.147881031036377,-1.3653314113616943,-5.033505439758301,-4.11104679107666,0.15218799397104024,-0.11718142890034408,0.26694815185063414
33,-1.5163195133209229,-5.245609760284424,-3.9629559516906734,-1.5556657314300537,-5.126097679138184,-3.061439037322998,0.025617551339762533,-0.023046807240559727,-0.25810512020119625
34,-1.0777878761291504,-3.8113021850585938,-3.996651172637939,-1.0766897201538086,-3.817014694213867,-4.003785133361816,-0.0010194174888036207,0.001497711831721496,0.001783393390512918
35,-0.7588051557540892,-3.126140117645264,-6.364505767822266,-0.7591453790664673,-3.126556634902954,-6.101749420166016,0.00044826667308415586,0.0001332280373701286,-0.042161060323051135
36,-0.7528587579727172,-4.565412521362305,-3.615157604217529,-0.7589088678359985,-4.538453102111816,-3.568037986755371,0.008004063666930444,-0.0059226485037908155,-0.01311959078107098
37,-1.8967049121856687,-4.048128128051758,-5.892423152923584,-1.628881573677063,-4.078490734100342,-1.1451091766357422,-0.15222449567295063,0.007472418195882601,-1.6381673310025349
38,-1.98764431476593,-4.542858123779297,-5.13667106628418,-1.1959450244903564,-5.243120193481445,-1.8090910911560059,-0.5080134877864904,0.14336042123312623,-1.0435806576046485
39,-1.1582930088043213,-3.902978420257568,-4.663941383361816,-1.1549124717712402,-3.912036418914795,-4.849596977233887,-0.0029228181137305907,0.0023181024987938524,0.03903472293967486
40,-1.7766942977905271,-5.554057598114014,-5.50816535949707,-1.1821577548980713,-5.991789817810059,-1.7287969589233398,-0.407413127156923,0.07586140907008403,-1.1588058349699009
41,-0.7923622131347656,-4.2492218017578125,-7.401583671569824,-0.7944808006286621,-4.237869739532471,-6.681207180023193,0.002670193250753685,-0.002675137634622463,-0.10239530019112217
42,-1.6865806579589844,-4.190960884094238,-7.993486881256103,-1.7057149410247803,-4.151795864105225,-3.2905192375183105,0.011281143068339338,-0.009389056611547887,-0.8875816949665777
43,-1.382753849029541,-3.1273303031921382,-7.163544178009033,-1.380739450454712,-3.1299266815185547,-5.380322456359863,-0.0014578641692260595,0.0008298775267726928,-0.28625654692665997
44,-1.8006463050842283,-5.618691444396973,-4.997977256774902,-1.1542305946350098,-5.984746932983398,-1.5424375534057617,-0.44471168867133243,0.06311525685189757,-1.1756692899750094
45,-1.4222848415374756,-3.1313469409942623,-5.922210693359375,-1.4207158088684082,-3.1327617168426514,-5.2284088134765625,-0.0011037864716247573,0.0004517085988523317,-0.12460281750068254
46,-1.4580153226852417,-5.485747337341309,-4.44707727432251,-1.524827480316162,-5.319245338439941,-3.2049221992492676,0.04480513308087109,-0.030821895941727535,-0.3275592728357553
47,-1.5934164524078367,-5.5143070220947275,-6.701842308044434,-1.2086237668991089,-5.82459831237793,-1.913693904876709,-0.2763980936877443,0.05474404630709282,-1.2533471040144755
48,-0.9739954471588135,-5.1900415420532235,-5.080181121826172,-0.973283052444458,-5.182623386383057,-5.106197357177734,-0.0007316824442758445,-0.0014303280759654406,0.005108055227601152
49,-1.170961618423462,-4.373113632202148,-3.9114050865173335,-1.167222023010254,-4.388725757598877,-3.9255151748657227,-0.003198721037570405,0.0035636676785871465,0.003600930754569678
50,-1.520792245864868,-3.9000403881073,-3.6608657836914062,-1.5169355869293213,-3.903506278991699,-3.3520946502685547,-0.0025391748174623673,0.0008882861242848587,-0.08811425318538593
51,-1.5072342157363892,-3.7900657653808594,-7.492267131805421,-1.4963641166687012,-3.8048951625823975,-3.304720401763916,-0.007238082673883457,0.0039050671062886865,-0.8185195683864827
52,-1.0295400619506836,-5.989266395568848,-4.530002593994141,-1.1181378364562988,-5.452883720397949,-4.680320739746094,0.08255249483935019,-0.09382434135497743,0.03264412959456285
53,-1.150284767150879,-4.970025062561035,-3.280828952789306,-1.2058008909225464,-4.7636871337890625,-3.232429027557373,0.04713445060622026,-0.042402906536328624,-0.014862244450147945
54,-0.8768908977508546,-4.056000709533691,-4.428262710571289,-0.8775691986083984,-4.056024551391602,-4.41391658782959,0.0007732303433369318,5.8781517915729365e-06,-0.0032449320118439155
55,-1.9444074630737305,-4.86667013168335,-7.27228307723999,-1.1788160800933838,-5.609114170074463,-1.9039678573608398,-0.5004466715633111,0.1419828530836119,-1.3401302285422785
56,-0.888809084892273,-5.694826126098633,-5.008242607116699,-0.8875381946563721,-5.708560943603516,-5.019842147827148,-0.0014309031430697705,0.002408902558975275,0.00231341201578998
57,-1.856823682785034,-5.101873397827148,-3.751553535461426,-1.1881511211395264,-5.695095062255859,-1.8486199378967285,-0.44646891132350025,0.10999748380353788,-0.707730649122926
58,-1.9664404392242432,-3.119133710861206,-7.547863960266113,-1.8890751600265503,-3.0997049808502197,-1.3107872009277344,-0.040137648734429245,-0.0062483669976386765,-1.7506367305880803
59,-1.7656688690185547,-5.666417121887207,-7.984711170196533,-1.1574101448059082,-5.9957170486450195,-1.531712532043457,-0.4223447059262193,0.05648837200327791,-1.651142198023583
60,-0.9460284709930421,-3.0121119022369385,-4.1066880226135245,-0.9462659358978271,-3.0128908157348633,-4.074187278747559,0.0002509809310505288,0.00025856038203634295,-0.00794558373175715
61,-0.8149254322052003,-5.623325824737549,-3.920829296112061,-0.808639645576477,-5.70125150680542,-3.9624581336975098,-0.007743228924338138,0.013762440705835856,0.010561386960825822
62,-1.7637856006622314,-5.90756893157959,-4.119123458862305,-1.1683814525604248,-6.126315593719482,-1.4519357681274414,-0.4118429914384666,0.036359125681287754,-1.042742709425748
63,-1.4037340879440308,-3.989011764526367,-7.892030239105224,-1.3943474292755127,-4.0047712326049805,-3.5988216400146484,-0.006709378424482902,0.003942936279765046,-0.7852469501056819
64,-1.7221616506576538,-3.643356323242188,-3.2803888320922847,-1.72373366355896,-3.6372785568237305,-3.3320393562316895,0.0009123974276729081,-0.001669570835613695,0.015622574089398624
