,$log(s_C)$,$log(δ_C)$,$log(p_0)$,est_$log(s_C)$,est_$log(δ_C)$,est_$log(p_0)$,ratio_$log(s_C)$,ratio_$log(δ_C)$,ratio_$log(p_0)$
247,-1.0094287395477295,-3.4446208477020264,-7.4847750663757315,-1.0091654062271118,-3.448542833328247,-6.387463092803955,-0.000260907644721631,0.0011379349833887933,-0.1585337886891124
248,-1.6547939777374268,-4.789629459381104,-7.139244079589844,-1.676649808883667,-4.736074924468994,-2.699169635772705,0.013121124719898401,-0.011244333650719222,-0.9726627161377925
249,-1.4790810346603391,-5.963154315948486,-5.3402509689331055,-1.5151281356811523,-5.893918991088867,-3.17130708694458,0.024079040995176996,-0.01167844879761049,-0.521128816624429
250,-1.3801679611206055,-3.1436393260955806,-6.808612823486328,-1.3788316249847412,-3.1441752910614014,-5.519331932067871,-0.0009687107218831933,0.00017047734379964155,-0.2099315762552712
251,-1.0474979877471924,-5.272012710571289,-3.197959899902344,-1.111309289932251,-4.97905969619751,-2.89625883102417,0.05913440888518729,-0.0571711509714596,-0.0990932293323004
252,-1.40067982673645,-4.978023529052734,-6.27054738998413,-1.4162567853927612,-4.914916515350342,-4.283740043640137,0.01105961516043382,-0.012758162773582745,-0.38103718387383356
253,-0.8782140016555786,-5.353435516357422,-6.18367576599121,-0.8770226240158081,-5.371228218078613,-6.119621753692627,-0.0013575124918267143,0.0033180934127530763,-0.010412589134547226
254,-1.5416239500045776,-3.2903017997741695,-6.5790510177612305,-1.5367507934570312,-3.29500150680542,-4.001715660095215,-0.0031660606809368937,0.0014273322306775978,-0.4971673285255244
255,-1.355498194694519,-3.391587734222412,-4.4253273010253915,-1.353224754333496,-3.3956735134124756,-4.847601890563965,-0.0016786071795682545,0.0012039553317675286,0.09113988505417162
256,-1.516037940979004,-5.775735378265381,-6.768643856048584,-1.5361377000808716,-5.705435276031494,-3.0169239044189453,0.013170965259431249,-0.012246308836650534,-0.8080630125826732
257,-1.5429810285568235,-3.6134302616119376,-4.123733043670654,-1.5376553535461426,-3.6185708045959473,-3.71035099029541,-0.0034575195872356148,0.001421610368331433,-0.10563235298782828
258,-0.7500972747802734,-5.525409698486328,-4.999000549316406,-0.7515984773635864,-5.500030517578125,-4.967439651489258,0.001999343850100619,-0.00460375735316262,-0.0063334556151399745
259,-1.3313546180725095,-5.158915996551514,-7.936111450195312,-1.3426010608673096,-5.110727310180664,-4.674078941345215,0.00841188894767979,-0.009384754389289823,-0.5293912880713584
260,-0.8218103647232055,-3.1097240447998047,-5.708460807800293,-0.8214619159698486,-3.1119136810302734,-5.6510162353515625,-0.0004240913239677439,0.000703877794678348,-0.010114032875688036
261,-1.558300733566284,-4.7301554679870605,-7.411303997039795,-1.5879390239715576,-4.660635948181152,-3.410541534423828,0.01884100986781157,-0.014806162066690566,-0.7761353153980188
262,-1.7685745954513548,-3.065114498138428,-5.614372253417969,-1.762833833694458,-3.0656797885894775,-4.131531238555908,-0.0032512618854882366,0.00018441018446009434,-0.30668168559655373
263,-1.995856046676636,-5.475489616394042,-7.40575933456421,-1.1462738513946533,-5.939152717590332,-1.5469493865966797,-0.554556501816906,0.08128478370814378,-1.5659731320317043
264,-1.6012319326400757,-3.1193246841430664,-6.164674758911133,-1.595692753791809,-3.124737501144409,-3.9365806579589844,-0.00346532054061343,0.0017337490231777131,-0.44852288597083534
265,-1.8097573518753047,-5.088031768798828,-5.44391918182373,-1.2041629552841187,-5.663007736206055,-1.8610501289367676,-0.40740809390482763,0.10706408334149066,-1.0733583254557513
266,-1.6483540534973145,-3.072457790374756,-6.223084926605225,-1.640210747718811,-3.077941656112671,-3.6346373558044434,-0.004952508413368682,0.0017832556206643095,-0.5377564112635765
267,-1.1001756191253662,-3.6648995876312256,-6.467184066772461,-1.0985174179077148,-3.6714282035827637,-6.2772111892700195,-0.001508352011041616,0.0017798053360571558,-0.029814980819664223
268,-0.7427163124084472,-4.311076164245605,-7.393909454345702,-0.7447168827056885,-4.300632476806641,-7.0366597175598145,0.0026899648470152275,-0.0024254635158197355,-0.04952302897618272
269,-1.7336021661758423,-4.3656511306762695,-4.5886616706848145,-1.7627087831497192,-4.319088935852051,-3.082455635070801,0.016650286449463987,-0.010722863461504637,-0.3978618431047593
270,-1.3438163995742796,-5.5362677574157715,-3.1928811073303223,-1.4020555019378662,-5.365405082702637,-5.273964881896973,0.042425750206624806,-0.0313487058010337,0.5018587515586667
271,-1.9696099758148196,-4.987356185913086,-4.402043342590332,-1.193642497062683,-5.61087703704834,-1.7656497955322266,-0.500825987387997,0.11780109500974477,-0.9135500504276646
272,-1.721706748008728,-5.934346675872803,-4.062321662902832,-1.1696134805679321,-6.126432418823242,-1.453528881072998,-0.38664275843935314,0.03185565127071302,-1.027760337491265
273,-1.716233491897583,-4.987061977386475,-6.820034980773926,-1.2580597400665283,-5.451158046722412,-1.818737506866455,-0.3105614140688875,0.08898111746410801,-1.3217220181507434
274,-0.8651440143585205,-3.7938015460968018,-3.5712132453918457,-0.8669731616973877,-3.7900166511535645,-3.5628843307495117,0.002112037273335261,-0.0009981503140071668,-0.002334960613468523
275,-1.783395767211914,-3.3394694328308105,-5.882369995117188,-1.7843910455703735,-3.335916757583618,-4.345619201660156,0.0005579248068921998,-0.0010644105018872737,-0.30279148352098983
276,-1.9677650928497317,-4.387009620666504,-7.256141662597656,-1.2500534057617188,-4.926697731018066,-1.6183815002441406,-0.4537121531054068,0.11602111700470684,-1.5004216602195946
277,-0.7304381132125854,-3.707806348800659,-4.941873550415039,-0.733495831489563,-3.697362184524536,-4.905302047729492,0.004177405318943592,-0.0028207787991027587,-0.007427849837219706
278,-1.1947450637817383,-4.069906711578369,-4.9232397079467765,-1.1923919916152954,-4.078634262084961,-5.362857341766357,-0.00197146026723062,0.002142114489479536,0.08553012816503924
279,-0.9812383651733398,-5.374277591705321,-7.860116004943847,-0.9787342548370361,-5.401045799255371,-6.818591117858887,-0.002555251714485601,0.004968437910226151,-0.1421484956754342
280,-1.6195452213287351,-3.2223153114318848,-3.006978988647461,-1.6148114204406738,-3.225672483444214,-3.4877777099609375,-0.0029271999303094143,0.0010413085205750556,0.14832885757158246
281,-1.1162331104278564,-4.0569047927856445,-6.445485591888428,-1.1133118867874146,-4.067108154296875,-6.0574951171875,-0.0026204676880029463,0.0025119031549230993,-0.06208360989217031
282,-0.7667648792266845,-5.888612747192383,-6.958214282989502,-0.7671335935592651,-5.8634138107299805,-6.9186296463012695,0.0004807545560855402,-0.004288447606411698,-0.005705150862698872
283,-1.0593048334121704,-4.65672779083252,-7.23343849182129,-1.0571911334991455,-4.658962249755859,-6.454728603363037,-0.001997358510270423,0.00047971947466159283,-0.11390153080313899
284,-1.1012086868286133,-4.121952533721924,-6.233365058898926,-1.0983211994171143,-4.135786056518555,-6.099477767944336,-0.0026255511128089513,0.0033504416702206494,-0.021713169140447033
285,-1.4295538663864136,-3.144698143005371,-3.6475582122802734,-1.427565336227417,-3.147164821624756,-4.384544372558594,-0.0013919828604010362,0.0007840853367676549,0.18402775372105531
286,-0.8284268379211426,-3.8951325416564946,-6.878232955932617,-0.8295022249221802,-3.8888115882873535,-6.60410737991333,0.001297265577825378,-0.0016241007522716068,-0.040669995401196354
287,-1.6933026313781738,-5.695637702941895,-3.0388731956481934,-1.180206060409546,-6.023960113525391,-1.6595344543457031,-0.3609917909843401,0.05604430265103021,-0.6049496735348423
288,-1.8956507444381716,-4.624156951904297,-6.531707286834717,-1.2248878479003906,-5.240931510925293,-1.7791385650634766,-0.4367128932736657,0.1252051781145133,-1.3005390669734809
289,-1.2647217512130735,-5.8507490158081055,-5.087175369262695,-1.2846286296844482,-5.743620872497559,-5.547129154205322,0.01561753397133904,-0.01847986446211005,0.08655778516449385
290,-1.7581498622894287,-5.689800262451172,-6.227968215942383,-1.1600271463394165,-6.005885601043701,-1.5356011390686035,-0.415818634666995,0.05406477767225631,-1.400128224626973
291,-1.6841822862625122,-5.304762363433838,-5.701971054077148,-1.2144525051116943,-5.724940299987793,-1.8702421188354492,-0.3269867938019412,0.07622714520225601,-1.114744016228362
292,-1.1949574947357176,-4.482323646545409,-5.559864521026611,-1.1924073696136475,-4.485599040985107,-5.525642395019531,-0.0021363522015833596,0.0007304689613112752,-0.0061742300070996075
293,-1.766089916229248,-4.674453258514404,-5.521294116973877,-1.2748050689697266,-5.127358436584473,-1.7214365005493164,-0.32597473623833284,0.09247839606998856,-1.165453157293693
294,-0.9699413776397704,-3.372925281524658,-6.792338371276856,-0.9711562395095825,-3.3724045753479004,-6.243764877319336,0.0012517268762802162,-0.00015439013030971388,-0.08421192069496883
295,-1.9726274013519287,-3.748523235321045,-6.974218368530273,-1.742994785308838,-3.7350075244903564,-1.0525236129760742,-0.12376158568097628,-0.0036121253349371972,-1.8910295381141733
296,-0.8224909305572509,-5.628657817840576,-6.548325061798096,-0.8214964866638184,-5.640016078948975,-6.661797523498535,-0.0012097951654677075,0.002015900905280837,0.017180045369178353
297,-1.7449864149093628,-5.687519073486328,-3.912719249725342,-1.162735939025879,-5.995136260986328,-1.5684099197387695,-0.4059709742839026,0.052674379475025145,-0.9141702763980517
298,-1.9022804498672483,-5.210221767425537,-3.2870259284973145,-1.1794912815093994,-5.755690574645996,-1.7556581497192383,-0.47797017508145045,0.09956660998533734,-0.6271393821434187
299,-1.126084327697754,-5.283535957336426,-4.1951560974121085,-1.1456935405731201,-5.181440353393555,-4.471599102020264,0.017263747630770862,-0.019512484345683048,0.06381553602015581
300,-0.8408585786819458,-5.144775390625,-7.771547794342042,-0.8409444093704224,-5.146114826202393,-7.47507381439209,0.00010206984903797728,0.0002603148137304198,-0.03889535180957109
301,-1.8765087127685545,-5.52584171295166,-4.9264750480651855,-1.153151035308838,-5.966134548187256,-1.5826587677001953,-0.48691475664009926,0.07666365629770087,-1.1355175347829665
302,-0.7340506315231323,-5.530271530151367,-3.7912092208862305,-0.7208515405654907,-5.669055461883545,-3.906902313232422,-0.018144798105336736,0.024785603035070942,0.03005978889871939
303,-1.7375459671020508,-5.2862329483032235,-4.298809051513672,-1.228433609008789,-5.67156982421875,-1.7550086975097656,-0.34673388479506184,0.07036006023161664,-0.8958642068218614
304,-1.1364166736602783,-4.3327693939208975,-4.572169303894042,-1.133730173110962,-4.3374176025390625,-4.70351505279541,-0.0023668088319809652,0.0010722280996682883,0.028322336918998943
305,-1.6296405792236328,-5.314554691314696,-5.221046447753905,-1.254741907119751,-5.628730297088623,-1.8336148262023926,-0.261429587223279,0.05743466732131061,-1.0464085173727542
306,-1.8966014385223389,-4.722517490386962,-5.931356430053711,-1.2021028995513916,-5.421110153198242,-1.8718643188476562,-0.45599112854462925,0.13795859577558367,-1.1533180309845505
307,-0.9594939947128298,-5.70050048828125,-7.528355121612547,-0.9567208290100098,-5.740200996398926,-6.874000549316406,-0.002894422488069775,0.006940250565142202,-0.0909303162648017
308,-0.8662910461425781,-4.991467475891112,-4.7528696060180655,-0.866569995880127,-4.981446266174316,-4.729119300842285,0.00032195280890245616,-0.0020096861055487647,-0.0050095723752672395
309,-0.8555120229721069,-4.116082191467285,-3.0984635353088374,-0.8606109619140625,-4.09387731552124,-3.0664525032043457,0.0059424108778167095,-0.005409266652366087,-0.010384997816122777
310,-1.705222964286804,-3.427724123001098,-6.450576305389404,-1.7026039361953735,-3.429182291030884,-4.004042625427246,-0.0015370666900347868,0.0004253136804615543,-0.4768649693816033
311,-1.3695523738861084,-4.0395851135253915,-4.029552459716797,-1.3641855716705322,-4.051513195037842,-3.8629531860351562,-0.003926352281832846,0.002948447713474862,-0.0422233525532763
312,-1.4371892213821411,-4.091210365295409,-3.210394382476806,-1.4405395984649658,-4.083069324493408,-3.429205894470215,0.0023284880587009183,-0.001991868104006313,0.06593492654647734
313,-0.7566901445388795,-3.66128134727478,-4.972234725952148,-0.7592613697052002,-3.6502480506896973,-4.918154239654541,0.00339222937910411,-0.0030180566498268415,-0.010936076523729427
314,-1.4747028350830078,-4.142303466796875,-5.02604341506958,-1.4756120443344116,-4.132418632507324,-3.678666591644287,0.0006163472831525119,-0.0023891651883653172,-0.3120827298868856
315,-1.7076270580291748,-5.6383018493652335,-6.981698036193848,-1.525510549545288,-6.013221740722656,-2.8463001251220703,-0.11277558080658522,0.06437773862965139,-0.8972722096743847
